3 :: Common :: RECUR :: CARD_COMMON :: sollicitudin massa Cras metus Sed  :: -8.16 :: 1432591200 :: 0 :: 1432670981
3 :: Common :: RECUR :: CARD_COMMON :: aliquet risus a tortor Integer id  :: -26.99 :: 1432591200 :: 0 :: 1432671010
2 :: Bob :: ONE :: CARD_COMMON :: quam Morbi mi Quisque nisl felis,  :: -50 :: 1430776800 :: 1440799200 :: 1432673314
2 :: Alice :: FUN :: CARD_COMMON :: venenatis tristique, dignissim in,  :: -50 :: 1430776800 :: 1440799200 :: 1432673314
3 :: Common :: ONE :: CARD_BOB :: ultrices sit amet, augue Proin  :: -9.98 :: 1432677600 :: 0 :: 1432745891
3 :: Common :: ONE :: CARD_COMMON :: sodales libero eget ante Nulla quam :: -18.98 :: 1432850400 :: 0 :: 1432906006
3 :: Common :: LIFE :: CARD_COMMON :: Aenean laoreet Vestibulum nisi  :: -9.85 :: 1432850400 :: 0 :: 1432906107
3 :: Alice :: FUN :: CARD_COMMON :: lectus, commodo ac, facilisis ac,  :: -75 :: 1432677600 :: 1440799200 :: 1432906277
3 :: Bob :: ONE :: CARD_COMMON :: ultricies eu, pede Ut orci risus,  :: -109 :: 1432677600 :: 1440799200 :: 1432906347
3 :: Common :: ONE :: CARD_COMMON :: accumsan porttitor, cursus quis,  :: -24.75 :: 1432850400 :: 0 :: 1433000964
3 :: Bob :: FUN :: CASH_COMMON :: aliquet eget, justo Sed pretium  :: -0.7 :: 1432850400 :: 0 :: 1433001010
3 :: Common :: LIFE :: CARD_COMMON :: blandit orci Ut eu diam at pede  :: -32.78 :: 1432936800 :: 0 :: 1433001101
3 :: Common :: ACC :: CARD_COMMON :: suscipit sodales Aenean lectus  :: -30 :: 1432936800 :: 0 :: 1433001111
3 :: Common :: ACC :: CASH_COMMON :: elit, fermentum non, convallis id,  :: 30 :: 1432936800 :: 0 :: 1433001111
3 :: Common :: RECUR :: CASH_COMMON :: sagittis at, neque Nullam mauris  :: -30 :: 1432936800 :: 0 :: 1433001123
3 :: Common :: LIFE :: CASH_COMMON :: orci, aliquet et, iaculis et,  :: -5 :: 1432591200 :: 0 :: 1433001243
3 :: Bob :: FUN :: CASH_COMMON :: viverra vitae, ligula Nulla ut  :: -1 :: 1432591200 :: 0 :: 1433001254
3 :: Common :: LIFE :: CASH_COMMON :: felis in purus aliquam imperdiet  :: -1.5 :: 1432591200 :: 0 :: 1433001315
2 :: Common :: LIFE :: CASH_ALICE :: Maecenas aliquet mollis lectus  :: -2.1 :: 1432764000 :: 0 :: 1433063555
2 :: Alice :: FUN :: CASH_ALICE :: Vivamus consectetuer risus et tortor :: -2.2 :: 1432850400 :: 0 :: 1433063568
2 :: Common :: LIFE :: CASH_ALICE :: Lorem ipsum dolor sit amet,  :: -10 :: 1432850400 :: 0 :: 1433063699
2 :: Bob :: FUN :: CASH_ALICE :: consectetur adipiscing elit  :: -9 :: 1432850400 :: 0 :: 1433063699
2 :: Alice :: FUN :: CASH_ALICE :: Integer nec odio Praesent libero  :: -9 :: 1432850400 :: 0 :: 1433063700
2 :: Alice :: FUN :: CASH_ALICE :: Sed cursus ante dapibus diam Sed  :: -2 :: 1432936800 :: 0 :: 1433063726
2 :: Alice :: FUN :: CASH_ALICE :: nisi Nulla quis sem at nibh  :: -5 :: 1432936800 :: 0 :: 1433063742
2 :: Bob :: FUN :: CASH_ALICE :: elementum imperdiet Duis sagittis  :: -3.65 :: 1432850400 :: 0 :: 1433063839
2 :: Alice :: FUN :: CASH_ALICE :: ipsum Praesent mauris Fusce nec  :: -3.65 :: 1432850400 :: 0 :: 1433063842
2 :: Alice :: FUN :: CARD_ALICE :: tellus sed augue semper porta  :: -5.4 :: 1432936800 :: 0 :: 1433064044
3 :: Common :: LIFE :: CARD_COMMON :: Mauris massa Vestibulum lacinia  :: -17.54 :: 1433109600 :: 0 :: 1433181675
2 :: Alice :: FUN :: CASH_ALICE :: arcu eget nulla Class aptent  :: 220 :: 1433109600 :: 0 :: 1433184254
2 :: Alice :: FUN :: CASH_COMMON :: taciti sociosqu ad litora torquent  :: 40 :: 1433109600 :: 0 :: 1433184255
2 :: Alice :: IN :: CARD_ALICE :: per conubia nostra, per inceptos  :: 42.55 :: 1433109600 :: 0 :: 1433184661
2 :: Alice :: TRANS :: CARD_ALICE :: himenaeos Curabitur sodales ligula  :: 81 :: 1433109600 :: 0 :: 1433184663
2 :: Common :: LIFE :: CASH_ALICE :: in libero Sed dignissim lacinia  :: -2.1 :: 1433196000 :: 0 :: 1433315007
2 :: Alice :: FUN :: CASH_ALICE :: nunc Curabitur tortor  :: -6.25 :: 1433196000 :: 0 :: 1433315067
2 :: Bob :: FUN :: CASH_ALICE :: Pellentesque nibh Aenean quam In  :: -6.25 :: 1433196000 :: 0 :: 1433315067
2 :: Common :: LIFE :: CASH_ALICE :: scelerisque sem at dolor Maecenas  :: -10 :: 1433196000 :: 0 :: 1433315068
3 :: Bob :: BIG :: CARD_COMMON :: mattis Sed convallis tristique sem :: -4.36 :: 1433368800 :: 1440799200 :: 1433440364
3 :: Alice :: FUN :: CARD_COMMON :: Proin ut ligula vel nunc egestas  :: -4.36 :: 1433368800 :: 1440799200 :: 1433440396
2 :: Alice :: FUN :: CASH_ALICE :: porttitor Morbi lectus risus,  :: -2 :: 1433455200 :: 0 :: 1433511636
2 :: Alice :: FUN :: CASH_ALICE :: iaculis vel, suscipit quis, luctus  :: -2 :: 1433368800 :: 0 :: 1433584758
2 :: Common :: LIFE :: CASH_ALICE :: non, massa Fusce ac turpis quis :: 88 :: 1433455200 :: 0 :: 1433584771
